NEE,NEV,Count
Vietnam,Đảng Cộng sản Việt Nam,1
Vietnam Airline,Vietnam Airlines,1
Vietnam Airlines,Hoa Kỳ,1
Vietnam Airlines,Vietnam Airline,1
Vietnam Airlines,Việt Nam Airlines,1
Vietnam Dong,thành Đồng Việt Nam,1
Vietnam Mai Phuong Thuy,Mai Phương Thúy,1
Vietnam Mai Phuong Thuy,siêu thị Melinh Plaza,1
Vietnam National Hospital of Pediatrics,Nguyễn Thế Vinh,1
Vietnam National Hospital of Pediatrics,Trưởng Khoa Công nghệ thông tin- Bệnh viện Nhi trung ương Việt Nam,1
Vinashin,Vinashin,1
Vinatitan,Vinatitan,1
Vinatitan,hiệp hội Titan Việt Nam,1
Vince Foster,Arkansas,1
Vince Foster,FBI,1
Vince Foster,Starr,1
Vince Foster,Sở Tư pháp,1
Vince Foster,Vince Foster,2
Vince Foster,Văn phòng Du lịch Nhà Trắng,1
Vince Foster,Web Hubbell,1
Vincent Foster,Jordan,1
Vincent Foster,Nhà Trắng Vincent Foster,1
Vinh,Vinh,1
Virgin Mary,Mary,1
Virginia,Virginia Chuck Robb,1
Vivian Leigh,Clark Gable,1
Vivian Leigh,Vivian Leigh,2
Vivian Leigh,Viện Hàn Lâm,1
Vnxanh,Vnxanh,1
Vo Nguyen Giap,Đại tướng Võ Nguyên Giáp,1
Vo Van Kiet,Kazakhstan,1
Vo Van Kiet,Võ Văn Kiệt,1
Vocational Training College,Trường Cao đẳng Công nghiệp Hà Nội,1
Volkswagen,Volkswagen,1
Vuong Duc,Việt Nam Rừng Đen,1
Vuong Duc,Vương Đức,1
WHO Regional Office,Văn phòng WHO,1
WHO Regional Office,khu vực châu phi,1
WWF,Chứng chỉ Cơ quan Xanh,1
Wagner,Wagner,1
Wake Forest,Bang Bắc Carolina,1
Wake Forest,Texas,1
Wake Forest,Wake Forest,1
Waldorf Astoria,Alexandra Đoàn,1
Waldorf Astoria,New York,1
Wales,Anh,2
Wales,Bắc Ireland,3
Wales,Chính phủ Anh,1
Wales,Cộng hòa Ireland,1
Wales,Hội,1
Wales,Nhật,1
Wales,Scotland,2
Wales,Vương quốc Anh,1
Wales,Wales,2
Wales,xứ Gan,1
Wales,xứ Wales,8
Wales,Đội Pháp,1
Wales,đội Wales,1
Wang,David Vương,1
Waseda University,Trường Đại học Waseda,1
Washington,ABC,1
Washington,ABC News,16
Washington,Anderson Cooper,1
Washington,Arafat,1
Washington,Barry Serafin,2
Washington,Bảo tàng Tưởng niệm Holocaust,1
Washington,Bộ Ngoại,1
Washington,Clinton,2
Washington,Cuba,2
Washington,Cục Hàng,1
Washington,David Ensor,1
Washington,EPA,1
Washington,Forrest,1
Washington,Hoa Kỳ,1
Washington,Jackie Judd,5
Washington,John Martin,1
Washington,John McWethy,1
Washington,Karla Davis,2
Washington,Kenneth Starr,1
Washington,Linda Douglass,2
Washington,Lisa Stark,3
Washington,Little Rock,1
Washington,Liên Hợp Quốc,1
Washington,Luân Đôn,1
Washington,Michel McQueen,2
Washington,Michele Norris,1
Washington,Monica Lewinsky,2
Washington,Mỹ,2
Washington,NBA,1
Washington,Netanyahu,1
Washington,New York,1
Washington,Nhà Trắng,2
Washington,Oasinhtơn,1
Washington,Palestine Yasser Arafat,1
Washington,Peter,1
Washington,Phoenix,1
Washington,Sam,1
Washington,Starr,1
Washington,Thủ đô Washington,1
Washington,Tim O'Brien,1
Washington,Trung Đông,1
Washington,Vernon Jordan,2
Washington,Văn phòng Bản quyền,1
Washington,Washington,47
Washington,Whitewater,1
Washington,William Ginsburg,1
Washington,chính phủ Mỹ,1
Washington,phố Uôn,1
Washington,thành phố New York,1
Washington,Đức Thánh Cha,1
Washington Post,Bưu điện Washington,1
Washington Post,Deep Throat,1
Washington Post,Tổng thống Nixon,1
Washington Post,Watergate,1
Washington Square,Quảng trường Washington,2
Waterloo,Trận Waterloo,1
Watertown,Burlington,1
Watertown,Canada,1
Watertown,New York,1
Watertown,Vermont,1
Watertown,Watertown,1
Watkins,Brown,2
Watkins,Watkins,1
Wayne,Wayne,1
Webster Hubbell,Jordan,1
Webster Hubbell,Webster Hubbell,1
Wei Tuo,Vi Đà,1
Wellington,Quảng Châu đến Wellington,1
Wellington,Singapore,1
Wenning,Bayer,1
Wenning,Peru,1
Wenning,Sandra,1
Wenning,Simona,1
Wenning,Wenning,3
West Africa,Jean-Pierre Senghor,1
West Africa,Pháp,1
West Africa,Tây Phi,3
West Coast,Bờ biển phía Tây,1
West Coast,California,1
West Germany,Tây Đức,1
West Highlands,Tư lệnh Mặt trận Tây Nguyên,1
West Jakarta,Tây Jakarta,1
West Kensington,West Kensington,1
West Lake,Chùa Trấn Quốc,1
West Lake,Hồ Tây,1
West Point,West Point,1
West Twin Rivers,Maryland,1
West Twin Rivers,Tây Twin Rivers,1
Western District of Texas,El Paso Division,1
Western District of Texas,quận Tây Texas,1
Western Europe,Phần Lan,1
Western Europe,Tây Âu,2
Weymouth,Weymouth,1
White House,ABC,1
White House,ABC News,2
White House,"Bill Clinton,",1
White House,Bộ Tư pháp,1
White House,Clinton,3
White House,Cokie,1
White House,Herman,4
White House,Hillary Clinton,1
White House,Ken Starr,1
White House,Kofi Annan,1
White House,Lewinsky,4
White House,Linda Tripp,1
White House,Liên Hợp Quốc,1
White House,Liệu Nhà Trắng,1
White House,Lầu Năm Góc,1
White House,Monica Lewinsky,3
White House,Mỹ,2
White House,New York,2
White House,Nhà Trắng,18
White House,Nhà Trắng Mike McCurry,1
White House,Nhà Trắng sau khi Panetta,1
White House,Nhà Trắng đến Lầu Năm Góc,1
White House,Nhà Trắng đến thăm Clinton,1
White House,Peter,1
White House,Phó Tổng thống Al Gore,1
White House,Robert Bennett,1
White House,Saddam,1
White House,Sam,3
White House,Sam Donaldson,1
White House,Thụy Sĩ,1
White House,Tripp,2
White House,Tổng thống Clinton,3
White House,Washington,2
White House,Yene,1
Whitehall,Chính phủ Anh,1
Wibur,Wibur,1
Wigan Pier,George Orwell,1
Wigan Pier,Wigan,1
Wigan Pier,bến Wigan,1
Wildcats,Bruins,1
Wildcats,Miles Simon,1
Wildcats,Wildcats,1
Wilde,Wilde,1
Will Tom,Sue,1
Will Tom,Tom,2
William Caxton,Anh,2
William Caxton,William Caxton,1
William Chang,Công ty Thương mại Phương Đông,2
William Chang,William Trương,2
William Cohen,Bộ trưởng Quốc phòng William Cohen,1
William Cohen,Lầu Năm Góc,1
William Ginsburg,Ken Starr,2
William Ginsburg,Lewinsky,1
William Ginsburg,Monica Lewinsky,2
William Ginsburg,Washington,1
William Ginsburg,William Ginsburg,3
William Ginsburg curtly,Lewinsky,1
William Ginsburg curtly,Monica Lewinsky,1
William Ginsburg curtly,William Ginsburg,1
William Jefferson Clinton,Hoa Kỳ,1
William Jefferson Clinton,William Jefferson Clinton,1
William Morris,William Morris,1
William Smith,William Smith,1
William Walton,William Walton,1
Williamson,Brown,1
Williamson,Williamson,1
Wilson,Dick Wilson,1
Wilson,Peter Wilson,1
Wilson,Wilson,1
Winchester,Winchester,1
Wing Tai Insurance Company,Trương Quan Thu,1
Wing Tai Insurance Company,công ty Bảo hiểm Vĩnh Thái,1
Wisconsin,La Crosse,1
Wisconsin,Los Angeles,1
Wisconsin,Minnesota,1
Wisconsin,New York,1
Wisconsin,Wisconsin,4
Wittgenstein,Wittgenstein,1
Wong,Wong,1
Wong Kwan,Wong Kwan,1
Worcester,Worcester,1
Wordsworth,Lake District,1
Wordsworth,Wordsworth,2
Wordsworth,vùng Hồ,1
World Bank,Brussels,1
World Bank,Châu Á,1
World Bank,Hội đồng Giám,1
World Bank,Ngân hàng Thế Giới,2
World Bank,Ngân hàng Thế giới,1
World Bank,Ngân hàng thế giới,1
World Bank Group,Tập đoàn Ngân hàng Thế Giới,1
Wright,Arkansas,1
Wright,Thẩm phán Wright,1
Wyoming,Idaho,1
Wyoming,Los Angeles,1
Wyoming,Montana,2
Wyoming,Nam Dakota,1
Wyoming,Wyoming,4
Xiao Li,Tiểu Lý,1
Xin Hua,Tân Hoa,1
Xuan Dieu,Việt Nam,1
Xuan Dieu,Xuân Diệu,1
Xuan Loc,Xuân Lộc,1
Xuan Zhuang,Huyền Trang,1
Yaesu,Yaesu,1
Yaesu Subcentre,giữa Tokyo,1
Yaesu Subcentre,trung tâm xe điện ngầm Yaesu,1
Yale,Harvard,1
Yale,Yale,1
Yang Zengli,Yang Zengli,1
Yankee Doodle,Mỹ,1
Yanqing,Changping,1
Yanqing,Mentougou,1
Yanqing,Yanqing,1
Yarmouth,Yarmouth,1
Yasser Arafat,Palestine Yasser Arafat,2
Yasser Arafat,Trung Đông,1
Yasser Arafat,Washington,1
Yeltsin,Baghdad,1
Yeltsin,Moscow,1
Yeltsin,Yeltsin,1
Yene,Bộ Tư pháp,1
Yene,Herman,7
Yene,Yene,3
York,xứ York,1
Yorkshire,Yorkshire,1
Yoshiko,Yoshiko,1
Yugoslavia,Ben,1
Yugoslavia,nước Nam Tư,1
Yunnan,Hải Nam,1
Yunnan,Vân Nam,1
Zelaya,Honduras Zelaya,1
Zelaya,Nicaragua,1
Zelaya,Zelaya,1
Zeus,eo biển Bosporus,1
Zhang Yan,Trương Nham,1
Zhang Yan,công ty xuất nhập khẩu dệt Quảng Châu,1
Zhong Shan South Road,đường Nam Trung Sơn,1
Zhuo,Hồng Kông,1
Zhuo,Zhou,1
Zhuo,Zhuo,1
Zhuo Lin,Deng Xiaoping,1
Zurich,ABC News,1
Zurich,Michele Norris,1
Zurich,Zurich,2
aden,Aden,1
aden,Port Said,1
aden,phương Đông,1
chiu Chang,Trương Quan Thu,1
chiu Chang,Trương Quang Thu,1
chiu Chang,công ty Bảo hiểm Vĩnh Thái,1
john,John,1
katakana,Nhật,1
moufdi Zakaria,Moufdi Zakaria,1
northern plains,Canada,1
northern plains,Montana,1
south Africa,Nam Phi,1
southern plains,Gulf Coast,1
turkey,Anh,1
united Nations,Liên Hiệp Quốc,1
Đien Bien Phu,Điện Biên Phủ,1
